id,city_name,signup_os,signup_channel,vehicle_make,vehicle_model,vehicle_year,bgc_interval,vehicle_interval,started
7164,Berton,android web,Referral,Scion,xB,2008.0,27.0,35.0,False
7165,Berton,windows,Paid,Bike,Bicycle,2016.0,-1.0,-1.0,False
7166,Wrouver,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7167,Berton,android web,Referral,Chevrolet,Equinox,2015.0,5.0,5.0,False
7168,Berton,ios web,Referral,Volkswagen,Jetta,2003.0,9.0,11.0,False
7169,Strark,ios web,Organic,other,other,-1.0,19.0,-1.0,False
7170,Berton,android web,Organic,other,other,-1.0,1.0,-1.0,False
7171,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7172,Strark,mac,Paid,other,other,-1.0,4.0,-1.0,False
7173,Strark,ios web,Organic,other,other,-1.0,2.0,-1.0,False
7174,Berton,windows,Paid,Honda,Accord,2012.0,3.0,15.0,False
7175,Strark,other,Organic,other,other,-1.0,6.0,-1.0,False
7176,Berton,ios web,Paid,other,other,-1.0,5.0,-1.0,False
7177,Strark,other,Organic,other,other,-1.0,1.0,-1.0,False
7178,Strark,android web,Organic,other,other,-1.0,10.0,-1.0,False
7179,Strark,mac,Referral,Toyota,Prius,2012.0,1.0,7.0,True
7180,Berton,ios web,Referral,Toyota,Camry,2012.0,10.0,14.0,False
7181,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7182,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7183,Strark,other,Referral,Honda,Accord,2011.0,16.0,26.0,False
7184,Berton,ios web,Referral,Honda,Accord,2015.0,0.0,1.0,True
7185,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7186,Strark,ios web,Referral,other,other,-1.0,-1.0,-1.0,False
7187,Strark,android web,Referral,other,other,-1.0,-1.0,-1.0,False
7188,Berton,mac,Referral,Honda,CR-V,2004.0,28.0,30.0,False
7189,Berton,ios web,Paid,other,other,-1.0,9.0,-1.0,False
7190,Strark,mac,Referral,other,other,-1.0,5.0,-1.0,False
7191,Berton,ios web,Referral,Chevrolet,Cruze,2015.0,17.0,18.0,False
7192,Strark,android web,Referral,Chevrolet,Cruze,2013.0,9.0,33.0,False
7193,Strark,android web,Referral,Toyota,Prius V,2015.0,11.0,12.0,True
7194,Strark,other,Referral,Mazda,MAZDA6,2014.0,21.0,48.0,False
7195,Strark,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7196,Wrouver,other,Paid,other,other,-1.0,10.0,-1.0,False
7197,Strark,android web,Paid,Toyota,Prius,2012.0,13.0,13.0,True
7198,Berton,ios web,Paid,other,other,-1.0,7.0,-1.0,False
7199,Strark,android web,Referral,other,other,-1.0,28.0,-1.0,False
7200,Berton,ios web,Referral,Ford,Focus,2001.0,6.0,6.0,False
7201,Strark,other,Referral,Honda,Civic,2004.0,1.0,1.0,False
7202,Strark,other,Paid,Scion,iA,2016.0,30.0,26.0,False
7203,Strark,ios web,Referral,Volkswagen,Jetta,2008.0,0.0,0.0,True
7204,Berton,android web,Paid,other,other,-1.0,1.0,-1.0,False
7205,Strark,windows,Referral,other,other,-1.0,4.0,-1.0,False
7206,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7207,Strark,mac,Paid,other,other,-1.0,24.0,-1.0,False
7208,Strark,windows,Paid,BMW,7-series,2003.0,3.0,4.0,False
7209,Berton,windows,Paid,other,other,-1.0,1.0,-1.0,False
7210,Strark,android web,Referral,other,other,-1.0,26.0,-1.0,False
7211,Berton,ios web,Referral,Kia,Optima,2015.0,0.0,17.0,True
7212,Strark,mac,Organic,other,other,-1.0,5.0,-1.0,False
7213,Berton,ios web,Organic,other,other,-1.0,-1.0,-1.0,False
7214,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7215,Wrouver,ios web,Paid,Chrysler,300 H,2008.0,18.0,35.0,False
7216,Berton,android web,Paid,other,other,-1.0,18.0,-1.0,False
7217,Wrouver,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7218,Strark,windows,Paid,Mercedes-Benz,C-Class,2011.0,33.0,36.0,False
7219,Berton,mac,Paid,other,other,-1.0,-1.0,-1.0,False
7220,Strark,other,Organic,other,other,-1.0,3.0,-1.0,False
7221,Berton,mac,Referral,Toyota,Prius V,2008.0,5.0,17.0,True
7222,Wrouver,ios web,Paid,Toyota,Prius,2015.0,12.0,24.0,False
7223,Strark,ios web,Paid,other,other,-1.0,6.0,-1.0,False
7224,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7225,Strark,ios web,Referral,Honda,Accord,2013.0,-1.0,-1.0,False
7226,Strark,android web,Referral,Toyota,Sequoia,2004.0,5.0,44.0,False
7227,Berton,ios web,Organic,Toyota,Corolla,2010.0,22.0,22.0,False
7228,Strark,ios web,Paid,other,other,-1.0,21.0,-1.0,False
7229,Berton,other,Paid,other,other,-1.0,7.0,-1.0,False
7230,Wrouver,mac,Organic,Toyota,Prius,2008.0,-1.0,49.0,False
7231,Strark,windows,Referral,Toyota,Sienna,2008.0,29.0,40.0,False
7232,Strark,windows,Referral,Toyota,Venza,2014.0,0.0,1.0,True
7233,Strark,ios web,Paid,Toyota,RAV4,2009.0,-1.0,17.0,False
7234,Berton,android web,Organic,other,other,-1.0,2.0,-1.0,False
7235,Strark,windows,Paid,other,other,-1.0,4.0,-1.0,False
7236,Strark,mac,Paid,other,other,-1.0,3.0,-1.0,False
7237,Berton,ios web,Paid,other,other,-1.0,16.0,-1.0,False
7238,Strark,android web,Organic,other,other,-1.0,-1.0,-1.0,False
7239,Strark,android web,Paid,other,other,-1.0,11.0,-1.0,False
7240,Berton,ios web,Referral,other,other,-1.0,7.0,-1.0,False
7241,Strark,android web,Referral,other,other,-1.0,3.0,-1.0,False
7242,Strark,ios web,Organic,other,other,-1.0,-1.0,-1.0,False
7243,Strark,windows,Referral,other,other,-1.0,15.0,-1.0,False
7244,Strark,ios web,Paid,other,other,-1.0,1.0,-1.0,False
7245,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7246,Strark,android web,Referral,other,other,-1.0,0.0,-1.0,False
7247,Wrouver,android web,Paid,other,other,-1.0,3.0,-1.0,False
7248,Wrouver,other,Organic,other,other,-1.0,-1.0,-1.0,False
7249,Berton,windows,Referral,other,other,-1.0,0.0,-1.0,False
7250,Wrouver,ios web,Referral,Toyota,Camry Hybrid,2012.0,1.0,2.0,True
7251,Strark,other,Referral,other,other,-1.0,19.0,-1.0,False
7252,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7253,Strark,mac,Paid,other,other,-1.0,5.0,-1.0,False
7254,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7255,Berton,android web,Paid,other,other,-1.0,33.0,-1.0,False
7256,Berton,ios web,Referral,Mercedes-Benz,C-Class,2011.0,4.0,5.0,True
7257,Strark,windows,Paid,other,other,-1.0,2.0,-1.0,False
7258,Strark,ios web,Paid,Nissan,Altima,2015.0,1.0,6.0,False
7259,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7260,Wrouver,windows,Paid,other,other,-1.0,-1.0,-1.0,False
7261,Berton,android web,Paid,Honda,Civic,2012.0,9.0,37.0,False
7262,Berton,ios web,Paid,Nissan,Versa,2008.0,24.0,31.0,False
7263,Strark,other,Referral,other,other,-1.0,11.0,-1.0,False
7264,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7265,Strark,ios web,Referral,other,other,-1.0,10.0,-1.0,False
7266,Strark,other,Organic,other,other,-1.0,0.0,-1.0,False
7267,Strark,ios web,Paid,other,other,-1.0,1.0,-1.0,False
7268,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7269,Berton,ios web,Organic,Nissan,Versa,2010.0,0.0,8.0,True
7270,Berton,ios web,Referral,other,other,-1.0,-1.0,-1.0,False
7271,Strark,ios web,Paid,other,other,-1.0,19.0,-1.0,False
7272,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7273,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7274,Berton,other,Organic,other,other,-1.0,-1.0,-1.0,False
7275,Berton,ios web,Organic,other,other,-1.0,-1.0,-1.0,False
7276,Strark,mac,Paid,other,other,-1.0,9.0,-1.0,False
7277,Strark,android web,Organic,Nissan,Frontier,2013.0,11.0,27.0,False
7278,Strark,ios web,Paid,other,other,-1.0,2.0,-1.0,False
7279,Strark,mac,Organic,other,other,-1.0,3.0,-1.0,False
7280,Berton,mac,Organic,other,other,-1.0,-1.0,-1.0,False
7281,Strark,mac,Paid,other,other,-1.0,7.0,-1.0,False
7282,Berton,android web,Organic,Audi,A6,2000.0,15.0,41.0,False
7283,Strark,ios web,Referral,Toyota,Yaris,2012.0,15.0,26.0,False
7284,Berton,windows,Paid,other,other,-1.0,-1.0,-1.0,False
7285,Strark,ios web,Referral,Toyota,Corolla,2016.0,0.0,2.0,True
7286,Berton,ios web,Organic,other,other,-1.0,5.0,-1.0,False
7287,Strark,ios web,Referral,Kia,Soul,2014.0,8.0,8.0,False
7288,Strark,ios web,Referral,other,other,-1.0,7.0,-1.0,False
7289,Berton,mac,Referral,Chrysler,PT Cruiser,2005.0,1.0,4.0,True
7290,Strark,android web,Paid,other,other,-1.0,1.0,-1.0,False
7291,Berton,other,Paid,other,other,-1.0,21.0,-1.0,False
7292,Strark,ios web,Referral,Mercedes-Benz,C-Class,2016.0,4.0,26.0,False
7293,Berton,ios web,Paid,other,other,-1.0,29.0,-1.0,False
7294,Strark,android web,Paid,other,other,-1.0,0.0,-1.0,False
7295,Strark,windows,Paid,other,other,-1.0,-1.0,-1.0,False
7296,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7297,Berton,windows,Paid,other,other,-1.0,4.0,-1.0,False
7298,Berton,ios web,Referral,Honda,CR-V,2006.0,2.0,16.0,True
7299,Strark,android web,Referral,Toyota,Camry,2007.0,7.0,7.0,True
7300,Berton,windows,Paid,other,other,-1.0,-1.0,-1.0,False
7301,Strark,android web,Paid,other,other,-1.0,3.0,-1.0,False
7302,Wrouver,ios web,Paid,other,other,-1.0,8.0,-1.0,False
7303,Berton,ios web,Referral,Toyota,Highlander,2014.0,11.0,6.0,True
7304,Berton,other,Organic,Toyota,Prius,2010.0,30.0,30.0,False
7305,Wrouver,windows,Paid,other,other,-1.0,10.0,-1.0,False
7306,Strark,android web,Referral,other,other,-1.0,24.0,-1.0,False
7307,Wrouver,mac,Organic,other,other,-1.0,16.0,-1.0,False
7308,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7309,Strark,windows,Referral,Hyundai,Elantra,2015.0,1.0,6.0,True
7310,Strark,ios web,Referral,other,other,-1.0,29.0,-1.0,False
7311,Berton,ios web,Organic,other,other,-1.0,3.0,-1.0,False
7312,Strark,android web,Organic,other,other,-1.0,19.0,-1.0,False
7313,Strark,android web,Organic,other,other,-1.0,16.0,-1.0,False
7314,Berton,android web,Referral,Toyota,Camry,2010.0,5.0,11.0,True
7315,Strark,ios web,Referral,Honda,Accord,2010.0,22.0,35.0,False
7316,Strark,ios web,Organic,other,other,-1.0,3.0,-1.0,False
7317,Strark,mac,Paid,other,other,-1.0,0.0,-1.0,False
7318,Strark,mac,Paid,Toyota,Tacoma,2007.0,0.0,14.0,False
7319,Berton,ios web,Organic,other,other,-1.0,-1.0,-1.0,False
7320,Strark,mac,Organic,BMW,3-series,2007.0,4.0,19.0,True
7321,Berton,android web,Referral,other,other,-1.0,-1.0,-1.0,False
7322,Wrouver,mac,Paid,other,other,-1.0,-1.0,-1.0,False
7323,Strark,android web,Organic,Toyota,Camry,2012.0,19.0,30.0,False
7324,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7325,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7326,Strark,android web,Referral,Hyundai,Elantra,2012.0,29.0,31.0,False
7327,Wrouver,ios web,Organic,other,other,-1.0,11.0,-1.0,False
7328,Berton,mac,Referral,Toyota,Prius V,2013.0,4.0,13.0,False
7329,Strark,other,Referral,Toyota,Corolla,2015.0,2.0,13.0,False
7330,Strark,ios web,Organic,other,other,-1.0,14.0,-1.0,False
7331,Strark,windows,Organic,Cadillac,SRX,2014.0,0.0,0.0,True
7332,Strark,mac,Referral,Subaru,Impreza,2012.0,5.0,5.0,False
7333,Strark,android web,Paid,Ford,Taurus X,2005.0,2.0,11.0,False
7334,Berton,ios web,Referral,Chrysler,200,2015.0,4.0,9.0,True
7335,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7336,Strark,android web,Paid,Nissan,Versa,2011.0,11.0,25.0,False
7337,Berton,ios web,Paid,Ford,Fusion,2015.0,5.0,39.0,False
7338,Strark,android web,Paid,Volkswagen,Jetta,2011.0,0.0,5.0,True
7339,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7340,Strark,ios web,Referral,Dodge,Charger,2012.0,0.0,19.0,False
7341,Strark,android web,Referral,other,other,-1.0,3.0,-1.0,False
7342,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7343,Berton,mac,Paid,other,other,-1.0,-1.0,-1.0,False
7344,Strark,ios web,Organic,other,other,-1.0,-1.0,-1.0,False
7345,Berton,windows,Paid,other,other,-1.0,4.0,-1.0,False
7346,Berton,windows,Organic,other,other,-1.0,9.0,-1.0,False
7347,Berton,other,Paid,other,other,-1.0,0.0,-1.0,False
7348,Strark,ios web,Paid,other,other,-1.0,5.0,-1.0,False
7349,Strark,mac,Referral,Nissan,Altima,2016.0,-1.0,-1.0,False
7350,Berton,ios web,Organic,other,other,-1.0,27.0,-1.0,False
7351,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7352,Strark,android web,Referral,other,other,-1.0,0.0,-1.0,True
7353,Strark,mac,Referral,BMW,3-series,2006.0,31.0,40.0,False
7354,Strark,ios web,Referral,Nissan,Altima,2014.0,2.0,44.0,False
7355,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7356,Berton,android web,Referral,other,other,-1.0,0.0,-1.0,False
7357,Strark,ios web,Paid,other,other,-1.0,0.0,-1.0,False
7358,Strark,windows,Organic,other,other,-1.0,9.0,-1.0,False
7359,Wrouver,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7360,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7361,Berton,android web,Paid,other,other,-1.0,5.0,-1.0,False
7362,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7363,Berton,other,Organic,Honda,Accord,2015.0,6.0,12.0,True
7364,Wrouver,other,Organic,other,other,-1.0,9.0,-1.0,False
7365,Strark,ios web,Referral,Mini,Countryman S,2012.0,0.0,1.0,True
7366,Strark,ios web,Referral,Dodge,Dakota,2005.0,23.0,32.0,False
7367,Strark,ios web,Referral,Honda,Accord,2015.0,1.0,26.0,True
7368,Berton,ios web,Referral,other,other,-1.0,7.0,-1.0,False
7369,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7370,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7371,Berton,mac,Organic,other,other,-1.0,22.0,-1.0,False
7372,Strark,other,Referral,other,other,-1.0,2.0,-1.0,False
7373,Strark,other,Organic,other,other,-1.0,11.0,-1.0,False
7374,Strark,other,Paid,other,other,-1.0,3.0,-1.0,False
7375,Strark,windows,Organic,other,other,-1.0,3.0,-1.0,False
7376,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7377,Wrouver,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7378,Strark,mac,Organic,Volkswagen,Jetta,2009.0,6.0,9.0,True
7379,Berton,other,Organic,Toyota,Corolla,2016.0,5.0,24.0,False
7380,Wrouver,mac,Organic,other,other,-1.0,18.0,-1.0,False
7381,Berton,ios web,Referral,Toyota,Yaris,2007.0,6.0,10.0,True
7382,Strark,mac,Referral,other,other,-1.0,10.0,-1.0,False
7383,Berton,android web,Organic,other,other,-1.0,1.0,-1.0,False
7384,Strark,mac,Organic,Jeep,Grand Cherokee,2015.0,18.0,23.0,True
7385,Strark,android web,Organic,other,other,-1.0,19.0,-1.0,False
7386,Strark,mac,Referral,Toyota,Tacoma,2005.0,18.0,28.0,False
7387,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7388,Berton,mac,Organic,other,other,-1.0,25.0,-1.0,False
7389,Berton,other,Paid,other,other,-1.0,-1.0,-1.0,False
7390,Berton,ios web,Paid,other,other,-1.0,15.0,-1.0,False
7391,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7392,Strark,ios web,Paid,other,other,-1.0,20.0,-1.0,False
7393,Strark,android web,Paid,Chevrolet,Cruze,2013.0,6.0,6.0,False
7394,Strark,windows,Paid,Volkswagen,Golf,2011.0,1.0,3.0,False
7395,Strark,mac,Paid,other,other,-1.0,7.0,-1.0,False
7396,Berton,android web,Organic,other,other,-1.0,1.0,-1.0,False
7397,Berton,ios web,Paid,other,other,-1.0,5.0,-1.0,False
7398,Strark,windows,Organic,other,other,-1.0,2.0,-1.0,False
7399,Berton,ios web,Paid,other,other,-1.0,1.0,-1.0,False
7400,Strark,ios web,Organic,Chevrolet,Impala,2015.0,6.0,7.0,False
7401,Strark,android web,Referral,Chevrolet,HHR,2006.0,0.0,4.0,True
7402,Berton,ios web,Paid,other,other,-1.0,13.0,-1.0,False
7403,Berton,ios web,Paid,Ford,Fusion,2014.0,9.0,24.0,True
7404,Berton,ios web,Referral,Toyota,Prius V,2016.0,21.0,43.0,False
7405,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7406,Strark,other,Organic,other,other,-1.0,12.0,-1.0,False
7407,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7408,Berton,ios web,Paid,other,other,-1.0,2.0,-1.0,False
7409,Berton,ios web,Referral,other,other,-1.0,0.0,-1.0,False
7410,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7411,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7412,Strark,other,Paid,other,other,-1.0,-1.0,-1.0,False
7413,Strark,android web,Organic,other,other,-1.0,1.0,-1.0,False
7414,Strark,mac,Referral,Toyota,Corolla,2012.0,11.0,43.0,False
7415,Strark,other,Referral,other,other,-1.0,6.0,-1.0,False
7416,Berton,ios web,Referral,other,other,-1.0,9.0,-1.0,False
7417,Strark,windows,Referral,Honda,Civic,2013.0,24.0,50.0,False
7418,Wrouver,ios web,Paid,Chevrolet,Cruze,2012.0,9.0,4.0,False
7419,Strark,other,Organic,Honda,Accord,2010.0,1.0,13.0,True
7420,Strark,ios web,Paid,Ford,Fusion,2015.0,20.0,26.0,False
7421,Strark,other,Referral,other,other,-1.0,8.0,-1.0,False
7422,Strark,ios web,Referral,other,other,-1.0,0.0,-1.0,False
7423,Strark,other,Organic,Honda,CR-V,2012.0,6.0,6.0,True
7424,Strark,ios web,Paid,other,other,-1.0,0.0,-1.0,False
7425,Wrouver,mac,Organic,other,other,-1.0,2.0,-1.0,False
7426,Berton,ios web,Referral,other,other,-1.0,3.0,-1.0,False
7427,Strark,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7428,Strark,mac,Referral,other,other,-1.0,-1.0,-1.0,False
7429,Strark,ios web,Paid,other,other,-1.0,5.0,-1.0,False
7430,Strark,windows,Organic,other,other,-1.0,4.0,-1.0,False
7431,Strark,other,Paid,other,other,-1.0,2.0,-1.0,False
7432,Wrouver,other,Referral,other,other,-1.0,-1.0,-1.0,False
7433,Strark,mac,Paid,other,other,-1.0,0.0,-1.0,False
7434,Berton,windows,Paid,other,other,-1.0,-1.0,-1.0,False
7435,Strark,android web,Referral,other,other,-1.0,9.0,-1.0,False
7436,Strark,android web,Referral,other,other,-1.0,26.0,-1.0,False
7437,Wrouver,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7438,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7439,Berton,android web,Referral,Ford,Expedition,2004.0,1.0,3.0,False
7440,Strark,android web,Paid,other,other,-1.0,16.0,-1.0,False
7441,Strark,android web,Referral,Ford,Explorer,2007.0,27.0,30.0,False
7442,Wrouver,other,Organic,other,other,-1.0,24.0,-1.0,False
7443,Strark,android web,Organic,Kia,Optima,2014.0,6.0,7.0,False
7444,Berton,android web,Paid,other,other,-1.0,9.0,-1.0,False
7445,Strark,other,Referral,other,other,-1.0,27.0,-1.0,False
7446,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7447,Strark,windows,Organic,Honda,Civic,2012.0,25.0,36.0,False
7448,Strark,windows,Referral,other,other,-1.0,23.0,-1.0,False
7449,Strark,android web,Referral,other,other,-1.0,-1.0,-1.0,False
7450,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7451,Strark,android web,Organic,Ford,C-Max,2013.0,1.0,3.0,False
7452,Strark,ios web,Referral,other,other,-1.0,10.0,-1.0,False
7453,Berton,android web,Organic,Mercedes-Benz,GL-Class,2013.0,5.0,5.0,True
7454,Strark,mac,Organic,Jeep,Liberty,2006.0,1.0,10.0,False
7455,Berton,mac,Paid,other,other,-1.0,9.0,-1.0,False
7456,Strark,ios web,Paid,Nissan,Versa,2012.0,24.0,22.0,False
7457,Strark,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7458,Strark,android web,Organic,Nissan,Murano,2004.0,4.0,18.0,True
7459,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7460,Berton,windows,Paid,other,other,-1.0,29.0,-1.0,False
7461,Berton,android web,Paid,Chrysler,200,2014.0,2.0,6.0,True
7462,Strark,other,Referral,Honda,Civic,2011.0,0.0,0.0,True
7463,Strark,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7464,Berton,other,Organic,other,other,-1.0,-1.0,-1.0,False
7465,Strark,mac,Paid,other,other,-1.0,30.0,-1.0,False
7466,Strark,android web,Paid,other,other,-1.0,5.0,-1.0,False
7467,Berton,ios web,Paid,other,other,-1.0,12.0,-1.0,False
7468,Strark,android web,Referral,Nissan,Sentra,2015.0,7.0,8.0,False
7469,Berton,ios web,Organic,Toyota,Tundra,2010.0,6.0,21.0,False
7470,Strark,other,Organic,other,other,-1.0,14.0,-1.0,False
7471,Strark,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7472,Strark,other,Paid,other,other,-1.0,15.0,-1.0,False
7473,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7474,Strark,ios web,Referral,Nissan,Frontier,2015.0,22.0,25.0,False
7475,Wrouver,other,Paid,other,other,-1.0,-1.0,-1.0,False
7476,Wrouver,android web,Paid,other,other,-1.0,0.0,-1.0,False
7477,Strark,windows,Organic,other,other,-1.0,6.0,-1.0,False
7478,Strark,windows,Paid,other,other,-1.0,11.0,-1.0,False
7479,Berton,ios web,Paid,other,other,-1.0,-1.0,-1.0,False
7480,Strark,windows,Paid,other,other,-1.0,33.0,-1.0,False
7481,Wrouver,android web,Paid,other,other,-1.0,2.0,-1.0,False
7482,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7483,Strark,ios web,Paid,other,other,-1.0,10.0,-1.0,False
7484,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7485,Strark,windows,Organic,Honda,Civic,2009.0,45.0,34.0,False
7486,Berton,ios web,Organic,Kia,Sorento,2013.0,1.0,4.0,True
7487,Wrouver,android web,Organic,other,other,-1.0,25.0,-1.0,False
7488,Berton,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7489,Strark,android web,Organic,other,other,-1.0,9.0,-1.0,False
7490,Strark,ios web,Referral,other,other,-1.0,6.0,-1.0,False
7491,Strark,mac,Paid,Chevrolet,HHR,2008.0,1.0,1.0,True
7492,Berton,windows,Organic,other,other,-1.0,12.0,-1.0,False
7493,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7494,Strark,mac,Paid,other,other,-1.0,-1.0,-1.0,False
7495,Strark,android web,Referral,other,other,-1.0,8.0,-1.0,False
7496,Strark,other,Organic,other,other,-1.0,6.0,-1.0,False
7497,Berton,ios web,Paid,Honda,Civic,2014.0,1.0,15.0,False
7498,Strark,windows,Paid,other,other,-1.0,4.0,-1.0,False
7499,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7500,Strark,other,Referral,other,other,-1.0,8.0,-1.0,False
7501,Strark,mac,Paid,other,other,-1.0,-1.0,-1.0,False
7502,Strark,mac,Organic,Nissan,Versa,2007.0,1.0,5.0,True
7503,Strark,android web,Referral,Nissan,Versa,2009.0,21.0,19.0,False
7504,Berton,mac,Paid,other,other,-1.0,0.0,-1.0,False
7505,Strark,other,Referral,other,other,-1.0,0.0,-1.0,False
7506,Berton,windows,Paid,other,other,-1.0,37.0,-1.0,False
7507,Strark,other,Organic,other,other,-1.0,3.0,-1.0,False
7508,Strark,windows,Organic,other,other,-1.0,-1.0,-1.0,False
7509,Berton,ios web,Paid,other,other,-1.0,0.0,-1.0,False
7510,Strark,other,Referral,other,other,-1.0,-1.0,-1.0,False
7511,Wrouver,android web,Referral,other,other,-1.0,10.0,-1.0,False
7512,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7513,Strark,ios web,Referral,Infiniti,JX,2013.0,0.0,6.0,True
7514,Strark,android web,Referral,other,other,-1.0,-1.0,-1.0,False
7515,Strark,android web,Organic,other,other,-1.0,2.0,-1.0,False
7516,Strark,mac,Paid,Nissan,Altima,2015.0,12.0,12.0,True
7517,Berton,ios web,Referral,Toyota,Corolla,2010.0,2.0,4.0,True
7518,Strark,other,Organic,other,other,-1.0,-1.0,-1.0,False
7519,Berton,mac,Paid,other,other,-1.0,13.0,-1.0,False
7520,Berton,windows,Organic,other,other,-1.0,0.0,-1.0,False
7521,Wrouver,ios web,Paid,other,other,-1.0,6.0,-1.0,False
7522,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7523,Berton,other,Organic,other,other,-1.0,-1.0,-1.0,False
7524,Berton,mac,Referral,other,other,-1.0,18.0,-1.0,False
7525,Strark,android web,Referral,other,other,-1.0,10.0,-1.0,False
7526,Berton,android web,Paid,other,other,-1.0,10.0,-1.0,False
7527,Strark,android web,Paid,Nissan,Sentra,2013.0,5.0,21.0,False
7528,Strark,android web,Paid,other,other,-1.0,9.0,-1.0,False
7529,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7530,Strark,mac,Paid,Scion,xB,2013.0,4.0,7.0,True
7531,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7532,Strark,android web,Referral,other,other,-1.0,11.0,-1.0,False
7533,Strark,ios web,Referral,other,other,-1.0,-1.0,-1.0,False
7534,Berton,android web,Organic,other,other,-1.0,-1.0,-1.0,False
7535,Strark,android web,Organic,other,other,-1.0,-1.0,-1.0,False
7536,Berton,mac,Paid,other,other,-1.0,1.0,-1.0,False
7537,Berton,ios web,Referral,Mitsubishi,Outlander,2016.0,14.0,21.0,False
7538,Strark,android web,Paid,other,other,-1.0,-1.0,-1.0,False
7539,Berton,other,Referral,other,other,-1.0,-1.0,-1.0,False
7540,Strark,other,Referral,other,other,-1.0,8.0,-1.0,False
7541,Berton,mac,Referral,Acura,TSX,2016.0,12.0,19.0,True
7542,Strark,android web,Paid,other,other,-1.0,15.0,-1.0,False
7543,Wrouver,android web,Referral,Toyota,Prius,2015.0,3.0,4.0,True
7544,Strark,android web,Referral,other,other,-1.0,4.0,-1.0,False
7545,Berton,windows,Paid,other,other,-1.0,-1.0,-1.0,False
7546,Berton,android web,Referral,Toyota,Prius C,2013.0,0.0,1.0,True
7547,Strark,other,Referral,other,other,-1.0,13.0,-1.0,False
7548,Berton,ios web,Paid,other,other,-1.0,7.0,-1.0,False
7549,Berton,other,Organic,other,other,-1.0,-1.0,-1.0,False
7550,Strark,android web,Paid,other,other,-1.0,1.0,-1.0,False
